,요양기관명,종별코드명,시군구코드명,주소,전화번호,병원홈페이지,좌표(X),좌표(Y)
182,바람케이의원,의원,부산해운대구,"부산광역시 해운대구 해운대해변로 287, 씨클라우드 302-1호 303호 일부호 (중동)",051-731-7577,,129.1621842,35.1604522
183,임페리어의원,의원,부산해운대구,"부산광역시 해운대구 해운대해변로 163, (우동, 현대베네시티아파트)",051-1577-6346,,129.1505161,35.1585366
184,오아스한의원,한의원,부산해운대구,"부산광역시 해운대구 해운대해변로 353, 3층 306호 (중동)",051-747-1688,,129.1683423,35.1640264
185,연세메디컬의원,의원,부산해운대구,"부산광역시 해운대구 해운대해변로 163, 상가동 201,202호 (우동, 현대베네시티아파트)",051-743-2328,,129.1505161,35.1585366
186,부산뽀빠이정형외과의원,의원,부산해운대구,"부산광역시 해운대구 센텀2로 20, 403호 (우동, 센텀타워메디컬)",051-747-5003,,129.1320258,35.1671978
187,디엘의원,의원,부산해운대구,"부산광역시 해운대구 센텀2로 15, 1001호 (우동, 센텀브라이빌딩)",051-715-2874,http://www.bfdm.co.kr/,129.1323537,35.1677016
188,미다스의원,의원,부산해운대구,"부산광역시 해운대구 센텀2로 20, 803호 (우동, 센텀타워메디컬)",1588-3019,,129.1320258,35.1671978
189,365엠씨람스에스씨의원,의원,부산해운대구,"부산광역시 해운대구 센텀2로 20, 센텀타워메디컬 1403호 (우동)",1577-3653,,129.1320258,35.1671978
190,부산제일의원,의원,부산북구,"부산광역시 북구 구남로14번길 68, (구포동)",051-341-9489,,129.1309467,35.1979414
191,부산제일의원,의원,부산해운대구,"부산광역시 해운대구 재반로 231, (반여동)",051-782-2661,,129.1309467,35.1979414
192,오이비인후과의원,의원,부산해운대구,"부산광역시 해운대구 좌동순환로 307-1, 202호 (좌동, 한창프라자)",051-703-5200,,129.1832297,35.1685422
193,해월씨에스의원,의원,부산해운대구,"부산광역시 해운대구 달맞이길 227, 2,3,4층 (중동)",051-710-7090,,129.1840298,35.160865
194,자기치아살리기드림플란트치과의원,치과의원,부산해운대구,"부산광역시 해운대구 달맞이길 135, (중동)",051-741-7528,,129.1773915,35.156815
195,화인마취통증의학과의원,의원,부산진구,"부산광역시 부산진구 가야대로 769, ABC메디컬센터 5층 (부전동)",051-805-1919,,129.1313001,35.1681037
196,화인마취통증의학과의원,의원,부산사하구,"부산광역시 사하구 낙동남로 1412, 경부빌딩 6층 (하단동)",051-717-3711,,129.1313001,35.1681037
197,화인마취통증의학과의원,의원,부산해운대구,"부산광역시 해운대구 센텀남대로 50, 센템임페리얼타워빌딩 A202호 일부호 (우동)",051-743-1119,,129.1313001,35.1681037
198,자연과한의원,한의원,부산진구,"부산광역시 부산진구 가야대로 781-1, 6층 (부전동)",051-802-3004,,129.132947,35.1669544
199,자연과한의원,한의원,부산해운대구,"부산광역시 해운대구 센텀2로 25, 1001호 (우동, 센텀드림월드)",051-731-4001,,129.132947,35.1669544
200,유피성형외과의원,의원,부산해운대구,"부산광역시 해운대구 세실로 75, 일진빌딩 502호 (좌동)",051-701-2100,,129.1767685,35.1712912
201,라임소아청소년과의원,의원,부산해운대구,"부산광역시 해운대구 마린시티2로 2, 706호 (우동, 마린파크)",051-747-9111,,129.1442096,35.15934
202,한음한방신경정신과한의원,한의원,부산진구,"부산광역시 부산진구 가야대로 785, B동 9층 903호 (부전동, 성영빌딩)",051-806-7510,,129.1329585,35.1678901
203,한음한방신경정신과한의원,한의원,부산해운대구,"부산광역시 해운대구 센텀3로 20, 벡스코 비지니스호텔 303호 (우동)",051-731-5001,,129.1329585,35.1678901
204,참사랑치과의원,치과의원,부산해운대구,"부산광역시 해운대구 해운대로774번길 33, 파크브라이언오피스텔 201호 (좌동)",051-701-2820,,129.1771708,35.1667835
205,참사랑치과의원,치과의원,부산사하구,"부산광역시 사하구 다대로 128, (신평동)",051-204-6200,,129.1771708,35.1667835
206,신세계신경외과의원,의원,부산해운대구,"부산광역시 해운대구 좌동순환로 505, 7층 704호~708호 (중동)",051-747-0651,,129.1682073,35.165667
207,온유한의원,한의원,부산해운대구,"부산광역시 해운대구 해운대로 814, B동 518~9호 (좌동, 세종월드프라자)",051-704-1574,,129.1776778,35.1695768
208,블루정형외과의원,의원,부산해운대구,"부산광역시 해운대구 해운대로 604, 2층 (우동, 명성빌딩)",051-747-5331,,129.157347,35.1624655
209,셀리즈피부과의원,의원,부산해운대구,"부산광역시 해운대구 마린시티2로 33, 104동 806~812호 (우동, 해운대두산위브더제니스)",051-711-9707,,129.145091,35.156667
210,병인한의원,한의원,부산해운대구,"부산광역시 해운대구 선수촌로 51, (반여동)",051-528-0180,,129.1182037,35.1985771
211,이미지플러스치과의원,치과의원,부산해운대구,"부산광역시 해운대구 해운대로 794-794, 502호 (좌동,삼정엘리움)",051-930-0555,http://www.imagedental.co.kr/main/main.php,129.1757451,35.168815
212,함소아한의원,한의원,부산진구,"부산광역시 부산진구 서면로 64, 12층 (부전동, 청석빌딩)",051-808-1065,,129.1748353,35.1716411
213,함소아한의원,한의원,부산동래구,"부산광역시 동래구 충렬대로75번길 24, 3층 301호 (온천동)",051-271-1075,,129.1748353,35.1716411
214,함소아한의원,한의원,부산해운대구,"부산광역시 해운대구 양운로 98, 6층 (좌동, 대하프라자)",051-704-3366,,129.1748353,35.1716411
215,해운대남산내과의원,의원,부산해운대구,"부산광역시 해운대구 센텀2로 25, 8층 801호 (우동, 센텀드림월드)",051-746-1661,,129.132947,35.1669544
216,서울바른현치과의원,치과의원,부산해운대구,"부산광역시 해운대구 마린시티2로 2, 704,705호 (우동, 마린파크)",051-742-8285,,129.1442096,35.15934
217,사과나무치과의원,치과의원,부산해운대구,"부산광역시 해운대구 신반송로 171, 상가동 202호 (반송동, 삼한그린타운1차)",051-544-7528,,129.1607171,35.2276246
218,참사랑의원,의원,부산해운대구,"부산광역시 해운대구 해운대로76번길 65, 2층 일부호 (재송동)",051-781-5888,,129.1170107,35.1902979
219,참사랑의원,의원,부산서구,"부산광역시 서구 해돋이로269번길 4, (아미동2가)",051-248-7582,,129.1170107,35.1902979
220,참사랑의원,의원,부산남구,"부산광역시 남구 전포대로92번길 6, (문현동)",051-527-3331,,129.1170107,35.1902979
221,참사랑의원,의원,부산사상구,"부산광역시 사상구 덕상로 14, (덕포동)",051-304-7584,,129.1170107,35.1902979
222,참사랑의원,의원,부산동구,"부산광역시 동구 중앙대로231번길 17, 2층3층 (초량동)",051-467-1121,,129.1170107,35.1902979
223,건강드림가정의학과의원,의원,부산해운대구,"부산광역시 해운대구 선수촌로 66, 2층 일부호 (반여동)",051-528-0075,,129.1191803,35.1993895
224,보송소아청소년과의원,의원,부산해운대구,"부산광역시 해운대구 해운대로 814, 세종월드프라자 B동 4층 422호 (좌동)",051-711-2088,,129.1776778,35.1695768
225,센텀바른한의원,한의원,부산해운대구,"부산광역시 해운대구 선수촌로 80, 2층 (반여동)",051-715-0501,,129.1193586,35.2008307
226,센텀메디힐병원,병원,부산해운대구,"부산광역시 해운대구 해운대로161번길 40, (재송동)",051-783-3331,https://ctmedihill.imweb.me,129.1253789,35.1852958
227,센텀성모안과의원,의원,부산해운대구,"부산광역시 해운대구 선수촌로 102-2, 부원메디칼센타 501호 (반여동)",051-714-2014,,129.1196159,35.2027865
228,힐스치과의원,치과의원,부산해운대구,"부산광역시 해운대구 좌동순환로433번길 30-1, (중동, 해운대힐스테이트위브)",051-747-2879,,129.1798461,35.1625239
229,연세비뇨기과의원,의원,부산해운대구,"부산광역시 해운대구 세실로 45, 305호 (좌동, 대승프라자)",051-702-0092,,129.1782898,35.1690009
230,센텀푸른이비인후과의원,의원,부산해운대구,"부산광역시 해운대구 해운대로76번길 16, 402호 (재송동)",051-781-8855,,129.1193147,35.1904041
231,맑은숨이비인후과의원,의원,부산해운대구,"부산광역시 해운대구 좌동순환로 505, 601호, 602-1호 (중동)",051-731-2420,,129.1682073,35.165667
232,강영미산부인과의원,의원,부산해운대구,"부산광역시 해운대구 해운대로 407, 302호 (우동, 신세계프라자)",051-741-7982,,129.1406828,35.1678259
233,라라피부과의원,의원,부산해운대구,"부산광역시 해운대구 APEC로 17, 센텀리더스마크 405~412호 (우동)",051-715-7057,,129.1324308,35.1659261
234,수비뇨의학과의원,의원,부산해운대구,"부산광역시 해운대구 선수촌로 98, 3층 (반여동)",051-532-8600,,129.1195202,35.2024093
235,우리치과의원,치과의원,부산북구,"부산광역시 북구 화명대로 35, 5층 502호 (화명동, 신호타워)",051-333-2833,,129.1601279,35.1640966
236,우리치과의원,치과의원,부산북구,"부산광역시 북구 화명대로 35, 5층 502호 (화명동, 신호타워)",051-333-2833,,129.1556269,35.2319576
237,우리치과의원,치과의원,부산해운대구,"부산광역시 해운대구 해운대로 636, 2,3층 (우동)",051-746-2875,,129.1601279,35.1640966
238,우리치과의원,치과의원,부산해운대구,"부산광역시 해운대구 해운대로 636, 2,3층 (우동)",051-746-2875,,129.1556269,35.2319576
239,우리치과의원,치과의원,부산사하구,"부산광역시 사하구 장림번영로 41, 4층 (장림동)",265-2875,,129.1601279,35.1640966
240,우리치과의원,치과의원,부산사하구,"부산광역시 사하구 장림번영로 41, 4층 (장림동)",265-2875,,129.1556269,35.2319576
241,우리치과의원,치과의원,부산해운대구,"부산광역시 해운대구 반송로924번길 14-2, (반송동)",051-543-7528,,129.1601279,35.1640966
242,우리치과의원,치과의원,부산해운대구,"부산광역시 해운대구 반송로924번길 14-2, (반송동)",051-543-7528,,129.1556269,35.2319576
243,우리치과의원,치과의원,부산수영구,"부산광역시 수영구 수영로 379, 2층 (남천동)",051-622-2882,,129.1601279,35.1640966
244,우리치과의원,치과의원,부산수영구,"부산광역시 수영구 수영로 379, 2층 (남천동)",051-622-2882,,129.1556269,35.2319576
245,우리치과의원,치과의원,부산강서구,"부산광역시 강서구 과학산단로306번길 10, 115동 207,208호 (지사동, 협성·DS 엘리시안아파트)",051-972-2804,,129.1601279,35.1640966
246,우리치과의원,치과의원,부산강서구,"부산광역시 강서구 과학산단로306번길 10, 115동 207,208호 (지사동, 협성·DS 엘리시안아파트)",051-972-2804,,129.1556269,35.2319576
247,조은치과의원,치과의원,부산기장군,"부산광역시 기장군 정관읍 정관로 579, 10층",051-728-0275,http://blog.naver.com/damduk7,129.160477,35.2302546
248,조은치과의원,치과의원,부산사상구,"부산광역시 사상구 광장로 77, 6층 (괘법동)",051-313-2877,http://blog.naver.com/damduk7,129.160477,35.2302546
249,조은치과의원,치과의원,부산해운대구,"부산광역시 해운대구  신반송로 194-0, 2층 7호 (반송동)",051-744-8255,http://blog.naver.com/damduk7,129.160477,35.2302546
250,조은치과의원,치과의원,부산금정구,"부산광역시 금정구 서동로 158-2, 4층 401호 (서동)",051-523-1364,http://blog.naver.com/damduk7,129.160477,35.2302546
251,예미안치과의원,치과의원,부산해운대구,"부산광역시 해운대구 선수촌로 102, 2층 (반여동)",051-532-2875,,129.1195107,35.2025927
252,예미안치과의원,치과의원,부산동래구,"부산광역시 동래구 명륜로 188, (명륜동)",552-2275,,129.1195107,35.2025927
253,마린시티내과의원,의원,부산해운대구,"부산광역시 해운대구 마린시티2로 2, 701~3호 (우동, 마린파크)",051-742-0747,,129.1442096,35.15934
254,엘시티리턴의원,의원,부산해운대구,"부산광역시 해운대구 달맞이길 30, 포디움동 2025~2027, 3016~3018호 (중동, 엘시티)",051-741-7755,,129.1683765,35.161064
255,엘시티서울치과의원,치과의원,부산해운대구,"부산광역시 해운대구 달맞이길 30, 포디움동 2009,2010,2011,2016호 (중동, 엘시티)",051-746-2828,,129.1683765,35.161064
256,늘푸른치과의원,치과의원,부산해운대구,"부산광역시 해운대구 재반로 206, (반여동)",051-783-0224,,129.1309252,35.1956241
257,늘푸른치과의원,치과의원,부산수영구,"부산광역시 수영구 수영로 384, 3층 (남천동, 수영빌딩)",625-7528,,129.1309252,35.1956241
258,늘푸른치과의원,치과의원,부산동구,"부산광역시 동구 범곡북로 1, 2층 (범일동)",051-646-1452,,129.1309252,35.1956241
259,신세계성형외과의원,의원,부산해운대구,"부산광역시 해운대구 센텀남대로 50, 8층 802호 (우동, 센텀임페리얼타워)",051-743-6446,,129.1313001,35.1681037
260,진피부과의원,의원,부산해운대구,"부산광역시 해운대구 좌동순환로 506, 7층 703,704호 (중동, 영풍리젠시)",051-744-8220,,129.1687362,35.1661755
261,송정플란트치과의원,치과의원,부산해운대구,"부산광역시 해운대구 송정중앙로 13, 2층 (송정동)",051-717-3373,,129.2023919,35.1834243
262,뉴헤어부산의원,의원,부산해운대구,"부산광역시 해운대구 센텀2로 25, 센텀드림월드 901호 (우동)",051-746-0802,,129.132947,35.1669544
263,허준이비인후과의원,의원,부산해운대구,"부산광역시 해운대구 센텀2로 20, 1204호 (우동, 센텀타워메디칼)",051-781-6226,www.코골이이비인후과.kr/,129.1320258,35.1671978
264,더핌의원,의원,부산해운대구,"부산광역시 해운대구 해운대로 794, 엘리움 1401~1402호 (좌동)",051-743-0099,,129.1757451,35.168815
265,서울백치과의원,치과의원,부산해운대구,"부산광역시 해운대구 윗반송로 68, 1층 (반송동)",051-900-1900,,129.1570485,35.2301295
266,고든몸한의원,한의원,부산진구,"부산광역시 부산진구 가야대로 769, ABC메디컬센터 4층 (부전동)",051-808-1055,,129.1752749,35.1781714
267,고든몸한의원,한의원,부산해운대구,"부산광역시 해운대구 좌동순환로 173, 203호 (좌동, 영풍프라자)",051-701-8733,,129.1752749,35.1781714
268,고든몸한의원,한의원,부산사하구,"부산광역시 사하구 낙동대로 450, 3층 301호 (당리동)",051-201-1149,,129.1752749,35.1781714
269,제네시스성형외과의원,의원,부산해운대구,"부산광역시 해운대구 해운대해변로 257, 하버타운 1305~1308호 (우동)",051-740-6545,http://www.genesisclinic.co.kr/,129.1595211,35.159687
270,일라스의원,의원,부산해운대구,"부산광역시 해운대구 센텀2로 25, 센텀드림월드 1401호 (우동)",051-710-0821,,129.132947,35.1669544
271,미즈포유여성의원,의원,부산해운대구,"부산광역시 해운대구 양운로 82, 해운대화인크리닉센타 601호 (좌동)",051-636-7975,,129.1755732,35.1704651
272,국민45플란트치과의원,치과의원,부산해운대구,"부산광역시 해운대구 센텀2로 10, , 8층, 6층 601호 (우동)",051-746-7503,,129.1315304,35.1678325
273,제니스여성한의원,한의원,부산해운대구,"부산광역시 해운대구 마린시티2로 33, 104동 421~2호 (우동, 제니스스퀘어)",051-746-5141,,129.145091,35.156667
274,삼진한의원,한의원,부산해운대구,"부산광역시 해운대구 구남로29번길 38, 6층 (중동, 혜천빌딩)",051-742-6688,,129.1623603,35.1626273
275,함내과외과의원,의원,부산해운대구,"부산광역시 해운대구 재반로 72, 2~5층 (재송동)",051-783-3330,,129.1261903,35.1852021
276,센텀파크요양병원,요양병원,부산해운대구,"부산광역시 해운대구 재반로 137, (재송동)",051-781-2600,,129.1270729,35.1905809
277,안아픈디지털치과의원,치과의원,부산해운대구,"부산광역시 해운대구 윗반송로 88, 1층, 2층 일부호 (반송동)",051-544-1122,,129.1579262,35.2318118
278,2080치과의원,치과의원,부산북구,"부산광역시 북구 시랑로 75, 2층 (구포동)",051-338-2080,,129.1471653,35.2253583
279,2080치과의원,치과의원,부산해운대구,"부산광역시 해운대구 아랫반송로 12, 2층 (반송동, 서울메디컬센터)",051-583-2080,,129.1471653,35.2253583
280,바른이치과의원,치과의원,부산진구,"부산광역시 부산진구 중앙대로 615, (범천동)",051-638-7522,http://www.barun2.com/,129.1773813,35.1686828
281,바른이치과의원,치과의원,부산해운대구,"부산광역시 해운대구 양운로42번길 20, (좌동)",051-703-5035,http://www.barun2.com/,129.1773813,35.1686828
282,바른이치과의원,치과의원,부산북구,"부산광역시 북구 덕천로 233, (만덕동)",051-341-2828,http://www.barun2.com/,129.1773813,35.1686828
283,바른이치과의원,치과의원,부산기장군,"부산광역시 기장군 정관읍 정관로 495, (정관읍)",051-728-2833,http://www.barun2.com/,129.1773813,35.1686828
284,송정가정의학과의원,의원,부산해운대구,"부산광역시 해운대구 송정중앙로 31, 2층 (송정동)",051-915-0800,,129.2040538,35.1825054
285,유림한의원,한의원,부산사하구,"부산광역시 사하구 낙동대로 410, 1층 일부 (당리동)",051-207-8575,,129.1476515,35.2249466
286,유림한의원,한의원,부산동구,"부산광역시 동구 초량중로 117, (초량동)",051-467-5217,,129.1476515,35.2249466
287,유림한의원,한의원,부산해운대구,"부산광역시 해운대구 아랫반송로26번길 33, 2층 (반송동)",051-543-8288,,129.1476515,35.2249466
288,부산노인전문제3병원,요양병원,부산해운대구,"부산광역시 해운대구 해운대로469번가길 77, (우동)",051-780-5555,www.busangh.com/,129.1473694,35.1682538
289,최치과의원,치과의원,부산강서구,"부산광역시 강서구 명지새동네길1번길 32, (명지동)",051-271-2875,,129.1623603,35.1626273
290,최치과의원,치과의원,부산해운대구,"부산광역시 해운대구 구남로29번길 38, 혜천빌딩 4층 (중동)",051-746-3747,,129.1623603,35.1626273
291,세광치과의원,치과의원,부산해운대구,"부산광역시 해운대구 반송로924번길 25-2, (반송동)",051-543-2875,,129.1568618,35.2316117
292,해인치과의원,치과의원,부산해운대구,"부산광역시 해운대구 좌동순환로 502, 201호 (중동, 이름타워)",051-742-3344,,129.1690227,35.1660473
293,성모내과의원,의원,부산해운대구,"부산광역시 해운대구 선수촌로 98, (반여동, 2층)",051-522-8575,,129.1195202,35.2024093
294,센텀이루다요양병원,요양병원,부산해운대구,"부산광역시 해운대구 APEC로 17, 센텀리더스마크, 1.2층일부, 3층, 5~8층 (우동)",051-608-7000,,129.1324308,35.1659261
295,마리나정형외과의원,의원,부산해운대구,"부산광역시 해운대구 아랫반송로 12, 6~9층 (반송동)",051-731-0880,,129.1471653,35.2253583
296,고운치과의원,치과의원,부산해운대구,"부산광역시 해운대구 좌동순환로 177, 제일빌딩 2층 (좌동)",051-702-2275,,129.1757714,35.1780419
297,고운치과의원,치과의원,부산사상구,"부산광역시 사상구 사상로 236, (괘법동)",051-315-2080,,129.1757714,35.1780419
298,해운대코끼리정형외과의원,의원,부산해운대구,"부산광역시 해운대구 해운대로 802, 웅신시네아트 413호 (좌동)",051-702-7579,,129.1766569,35.1691635
299,여명부부한의원,한의원,부산해운대구,"부산광역시 해운대구 해운대로469번길 132, 2층 (우동, 정운상가)",051-714-4747,,129.1418711,35.1683099
300,반여한의원,한의원,부산해운대구,"부산광역시 해운대구 선수촌로 179, 2층 (반여동)",051-522-7999,,129.1236205,35.2088654
301,동인당한의원,한의원,부산해운대구,"부산광역시 해운대구 재송2로 30, (재송동)",051-784-4515,,129.1303982,35.1921365
302,김영삼치과의원,치과의원,부산해운대구,"부산광역시 해운대구 송정중앙로 17, (송정동)",051-703-9369,,129.2027996,35.1831677
303,오정세치과의원,치과의원,부산해운대구,"부산광역시 해운대구 좌동로 98, 2동 401,402호 (좌동, 디베르비타)",051-701-2379,,129.1759075,35.1724315
304,한솔치과의원,치과의원,부산진구,"부산광역시 부산진구 전포대로 294, 304호 (전포동, 서면한신아파트상가)",051-802-4002,,129.1485771,35.2254939
305,한솔치과의원,치과의원,부산해운대구,"부산광역시 해운대구 아랫반송로21번길 8, (반송동)",051-545-2275,,129.1485771,35.2254939
306,예일치과의원,치과의원,부산해운대구,"부산광역시 해운대구 청사포로 16, 404호 (좌동, 락희상가)",051-702-1616,,129.1837505,35.1662548
307,선재부부치과의원,치과의원,부산해운대구,"부산광역시 해운대구 세실로 48, (좌동)",051-702-2828,,129.178542,35.1695609
308,델타치과의원,치과의원,부산해운대구,"부산광역시 해운대구 좌동순환로 181, 4층 (좌동, 진성빌딩)",051-703-0280,,129.1760224,35.1779775
309,엘치과의원,치과의원,부산해운대구,"부산광역시 해운대구 좌동순환로 505, 10층 1001~1004호 (중동, 센트럴메디타워)",051-751-2882,,129.1682073,35.165667
310,더원이비인후과의원,의원,부산해운대구,"부산광역시 해운대구 선수촌로 103-4, 5층 (반여동)",051-710-1333,,129.1193242,35.2031837
311,프랜드치과의원,치과의원,부산북구,"부산광역시 북구 덕천로 174, 208호 (만덕동, 벽산라인타운)",051-331-2875,,129.1308891,35.1975565
312,프랜드치과의원,치과의원,부산동구,"부산광역시 동구 고관로13번길 7, 2층 (초량동)",051-466-6868,,129.1308891,35.1975565
313,프랜드치과의원,치과의원,부산수영구,"부산광역시 수영구 수영로 632, (광안동)",051-756-2804,,129.1308891,35.1975565
314,프랜드치과의원,치과의원,부산해운대구,"부산광역시 해운대구 재반로 227, 3층 (반여동, 수협)",051-783-2875,,129.1308891,35.1975565
315,프랜드치과의원,치과의원,부산동래구,"부산광역시 동래구 충렬대로 200, 지1층 (수안동, 불이빌딩)",051-502-2875,,129.1308891,35.1975565
316,프랜드치과의원,치과의원,부산영도구,"부산광역시 영도구 대교로 1, 3층 (봉래동3가, 미라클타워)",051-413-2875,,129.1308891,35.1975565
317,정두윤치과의원,치과의원,부산해운대구,"부산광역시 해운대구 해운대로161번길 43-1, (재송동)",051-781-6130,,129.1252079,35.1856755
318,유재상내과의원,의원,부산해운대구,"부산광역시 해운대구 아랫반송로21번길 26, (반송동)",051-543-9001,,129.1486075,35.2259981
319,드림내과의원,의원,부산해운대구,"부산광역시 해운대구 중동1로 32, 2층 (중동)",051-742-9200,,129.1627304,35.1625476
320,빼어날수의원,의원,부산해운대구,"부산광역시 해운대구 재반로 86, 5층 (재송동)",051-783-7999,,129.1257184,35.1862985
321,해운대한의원,한의원,부산해운대구,"부산광역시 해운대구 재반로 82, 1층 (재송동)",051-784-3136,,129.1257818,35.1860019
322,조만종내과·김정호외과의원,의원,부산해운대구,"부산광역시 해운대구 신반송로 207, (반송동)",051-542-0041,,129.15741,35.2304351
323,늘편한내과의원,의원,부산해운대구,"부산광역시 해운대구 반여로 131, 306호 (반여동, 프레스상가)",051-521-3036,,129.1234496,35.2034393
324,늘편한내과의원,의원,부산남구,"부산광역시 남구 진남로 4, 3층 (대연동)",051-621-0119,,129.1234496,35.2034393
325,늘편한내과의원,의원,부산금정구,"부산광역시 금정구 중앙대로1841번길 15, 2층 (구서동)",051-583-1199,,129.1234496,35.2034393
326,부산광역시해운대구보건소,보건소,부산해운대구,"부산광역시 해운대구 양운로37번길 59, (좌동)",051-749-7501,http://health.haeundae.go.kr,129.1786669,35.1640913
327,화목치과의원,치과의원,부산해운대구,"부산광역시 해운대구 세실로 64, 206,207호 (좌동, 화목데파트)",051-747-1411,,129.177663,35.1709808
328,탑서울치과의원,치과의원,부산해운대구,"부산광역시 해운대구 좌동순환로 178, 한솔빌딩 3층 (좌동)",051-702-2800,,129.1755258,35.1775052
329,연세센텀치과교정과치과의원,치과의원,부산해운대구,"부산광역시 해운대구 센텀남대로 50, 센템임페리얼타워 1202호 (우동)",051-528-2885,,129.1313001,35.1681037
330,바다치과의원,치과의원,부산해운대구,"부산광역시 해운대구 양운로 98, 306호 (좌동, 대하프라자)",051-704-1584,,129.1748353,35.1716411
331,강치과의원,치과의원,부산중구,"부산광역시 중구 대청로 80, (대청동3가)",051-245-5156,,129.15741,35.2304351
332,강치과의원,치과의원,부산서구,"부산광역시 서구 구덕로 296, 2층 (동대신동2가)",051-244-2080,,129.15741,35.2304351
333,강치과의원,치과의원,부산서구,"부산광역시 서구 구덕로 115, (충무동1가)",051-242-1003,,129.15741,35.2304351
334,강치과의원,치과의원,부산진구,"부산광역시 부산진구 중앙대로 712, 7층 (부전동)",051-802-6377,,129.15741,35.2304351
335,강치과의원,치과의원,부산해운대구,"부산광역시 해운대구 신반송로 207, (반송동)",051-542-2220,,129.15741,35.2304351
336,강치과의원,치과의원,부산사상구,"부산광역시 사상구 대동로 102, (학장동)",051-326-0874,,129.15741,35.2304351
337,강치과의원,치과의원,부산동래구,"부산광역시 동래구 온천장로 123, (온천동)",051-556-0028,,129.15741,35.2304351
338,열린치과의원,치과의원,부산동래구,"부산광역시 동래구 안남로 23, 305호 (낙민동, 보림프라자)",051-521-2822,,129.1575904,35.2307114
339,열린치과의원,치과의원,부산해운대구,"부산광역시 해운대구 신반송로 208, (반송동)",051-544-2875,,129.1575904,35.2307114
340,열린치과의원,치과의원,부산북구,"부산광역시 북구 만덕3로 57, 2층 (만덕동)",051-337-4345,,129.1575904,35.2307114
341,열린치과의원,치과의원,부산사상구,"부산광역시 사상구 덕상로 14, (덕포동)",051-305-2879,,129.1575904,35.2307114
342,스마일정경우비뇨의학과의원,의원,부산해운대구,"부산광역시 해운대구 센텀2로 20, 203호 (우동, 센텀타워메디컬)",051-744-8181,http://bmu.co.kr/index.asp,129.1320258,35.1671978
343,서울편한내과의원,의원,부산강서구,"부산광역시 강서구 대저로 254, (대저1동)",051-973-6622,,129.145091,35.156667
344,서울편한내과의원,의원,부산해운대구,"부산광역시 해운대구 마린시티2로 33, 104동 621~626호 (우동, 해운대두산위브더제니스)",051-742-8887,,129.145091,35.156667
345,마디호한의원,한의원,부산해운대구,"부산광역시 해운대구 선수촌로 94, 대룡빌딩 302호 (반여동)",051-714-7169,,129.1195631,35.2021038
346,고려신경외과의원,의원,부산해운대구,"부산광역시 해운대구 재반로 199, 3층 (반여동, 새아빌딩)",051-532-0002,,129.1304705,35.1951003
347,치아사랑치과의원,치과의원,부산해운대구,"부산광역시 해운대구 선수촌로 92, 3층 (반여동)",051-522-4655,,129.1195446,35.2017882
348,치아사랑치과의원,치과의원,부산수영구,"부산광역시 수영구 광남로 48-1, 2층 (남천동, 부천빌딩)",051-624-3005,,129.1195446,35.2017882
349,구순본정형외과의원,의원,부산해운대구,"부산광역시 해운대구 좌동순환로 441, 2~3, 5~6층 (중동, 부산중2동우편취급국)",051-742-8005,,129.1725654,35.1613322
350,에이치브이디(HVD)의원,의원,부산해운대구,"부산광역시 해운대구 해운대로 407, 501호 (우동, 신세계프라자빌딩)",051-743-7979,,129.1406828,35.1678259
351,신제일의원,의원,부산해운대구,"부산광역시 해운대구 신반송로 163, 상가8호동 201호 (반송동, 남흥아파트)",051-545-1672,,129.162269,35.2275082
352,기립마취통증의학과의원기립한의원,한의원,부산해운대구,"부산광역시 해운대구 세실로27번길 23, 샤인빌딩 3층 301호 (좌동)",051-711-1042,,129.1613426,35.1646577
353,기립마취통증의학과의원기립한의원,한의원,부산해운대구,"부산광역시 해운대구 세실로27번길 23, 샤인빌딩 3층 301호 (좌동)",051-711-1042,,129.177778,35.1688673
354,기립마취통증의학과의원기립한의원,의원,부산해운대구,"부산광역시 해운대구 해운대로 650, 201동 501호 일부호 (우동, 해운대 센트럴 푸르지오)",051-711-1042,,129.1613426,35.1646577
355,기립마취통증의학과의원기립한의원,의원,부산해운대구,"부산광역시 해운대구 해운대로 650, 201동 501호 일부호 (우동, 해운대 센트럴 푸르지오)",051-711-1042,,129.177778,35.1688673
356,서성국안과의원,의원,부산해운대구,"부산광역시 해운대구 재반로 198-1, (반여동)",051-783-7987,,129.1308031,35.1948892
357,하이엘치과의원,치과의원,부산해운대구,"부산광역시 해운대구 마린시티2로 2, 515호 (우동, 마린파크)",051-747-2875,,129.1442096,35.15934
358,서강약손한의원.강내과의원,한의원,부산해운대구,"부산광역시 해운대구 좌동순환로 505, 센트럴메디타워 202호 (중동)",051-714-5789,http://www.hanione.co.kr,129.1682073,35.165667
359,서울하이안치과의원,치과의원,부산해운대구,"부산광역시 해운대구 해운대로 814, 세종월드프라자 522, 523, 524호 (좌동)",051-704-2882,,129.1776778,35.1695768
360,순백피부과의원,의원,부산해운대구,"부산광역시 해운대구 해운대로 637, 4층 (우동, 메디현대빌딩)",051-743-0990,,129.1598774,35.1644999
361,이지소아청소년과의원,의원,부산해운대구,"부산광역시 해운대구 반여로 131, 307호 (반여동, 아시아선수촌프레스센)",051-527-7170,,129.1234496,35.2034393
362,백제한의원,한의원,부산해운대구,"부산광역시 해운대구 재반로 96-2, 2층 (재송동)",051-924-4321,,129.1257424,35.187035
