,요양기관명,시군구코드명,주소,전화번호,좌표(X),좌표(Y)
221,반산우리약국,부산해운대구,"부산광역시 해운대구 재반로 213-1, 1층 (반여동, 수성빌딩)",051-781-0079,129.1306842,35.1963994
222,광명약국,부산해운대구,"부산광역시 해운대구 재반로 85, 광명약국 1층 (재송동)",051-784-5496,129.1253414,35.1863144
223,광명약국,부산동래구,"부산광역시 동래구 충렬대로100번길 8, (온천동)",051-507-6067,129.1253414,35.1863144
224,정문약국,부산사상구,"부산광역시 사상구 가야대로 318, (주례동)",051-316-0508,129.1603037,35.2293003
225,정문약국,부산해운대구,"부산광역시 해운대구 신반송로 180, 1층 (반송동)",051-710-6669,129.1603037,35.2293003
226,정문약국,부산동래구,"부산광역시 동래구 충렬대로181번길 9, (명륜동)",051-556-7117,129.1603037,35.2293003
227,산뜻미소약국,부산해운대구,"부산광역시 해운대구 해운대로161번길 40, 1층 일부호 (재송동)",-,129.1253789,35.1852958
228,호호약국,부산해운대구,"부산광역시 해운대구 좌동순환로433번길 30-1, 해운대힐스테이트위브 135호 (중동)",,129.1798461,35.1625239
229,호호약국,부산금정구,"부산광역시 금정구 동현로16번길 65, 1층 4호 (부곡동, 부곡영화맨션)",051-517-7501,129.1798461,35.1625239
230,호호약국,부산중구,"부산광역시 중구 구덕로 87-1, 2(L)층 (남포동6가)",051-245-3155,129.1798461,35.1625239
231,호호약국,부산강서구,"부산광역시 강서구 명지오션시티4로 88, 1층 102호 (명지동)",051-202-5334,129.1798461,35.1625239
232,명성약국,부산금정구,"부산광역시 금정구 중앙대로1841번길 15, 1층 (구서동)",051-583-9393,129.2040538,35.1825054
233,명성약국,부산서구,"부산광역시 서구 충무대로 283, (충무동1가)",051-255-9788,129.2040538,35.1825054
234,명성약국,부산동구,"부산광역시 동구 고관로 133, (수정동)",051-466-0150,129.2040538,35.1825054
235,명성약국,부산수영구,"부산광역시 수영구 수영로 621, (광안동)",051-752-5087,129.2040538,35.1825054
236,명성약국,부산해운대구,"부산광역시 해운대구 송정중앙로 31, 1층 (송정동)",051-747-2019,129.2040538,35.1825054
237,명성약국,부산수영구,"부산광역시 수영구 과정로 63, 1층 (망미동)",051-758-6945,129.2040538,35.1825054
238,엘시티2층365하나약국,부산해운대구,"부산광역시 해운대구 달맞이길 30, 포디움동 2013~2014호 (중동, 엘시티)",051-741-2301,129.1683765,35.161064
239,정담약국,부산해운대구,"부산광역시 해운대구 선수촌로21번길 37, 홈플러스 부산반여점 1층 (반여동)",051-526-7766,129.1157028,35.1965854
240,미래약국,부산북구,"부산광역시 북구 은행나무로 4, (만덕동)",051-337-9897,129.1725654,35.1613322
241,미래약국,부산수영구,"부산광역시 수영구 수영로 386-1, 원탄크리닉 1층 (남천동)",051-628-9991,129.1725654,35.1613322
242,미래약국,부산동래구,"부산광역시 동래구 중앙대로 1325, (온천동)",051-557-4735,129.1725654,35.1613322
243,미래약국,부산기장군,"부산광역시 기장군 기장읍 읍내로 93, (기장읍)",051-724-3810,129.1725654,35.1613322
244,미래약국,부산연제구,"부산광역시 연제구 과정로 111, (연산동)",051-752-7302,129.1725654,35.1613322
245,미래약국,부산동래구,"부산광역시 동래구 사직북로 4, 1층 123호 (사직동, 사직동 자이언츠 파크)",051-507-1818,129.1725654,35.1613322
246,미래약국,부산사상구,"부산광역시 사상구 사상로 277, (덕포동)",051-303-7217,129.1725654,35.1613322
247,미래약국,부산해운대구,"부산광역시 해운대구 좌동순환로 441, 부산중2동우편취급국 (중동)",051-747-3783,129.1725654,35.1613322
248,미래약국,부산중구,"부산광역시 중구 대청로 88-1, (대청동3가)",051-256-6667,129.1725654,35.1613322
249,마리나약국,부산해운대구,"부산광역시 해운대구 해운대해변로 154, 마리나센타 (우동)",051-747-0686,129.1485263,35.1581115
250,좌동온누리약국,부산해운대구,"부산광역시 해운대구 좌동로 95, 해운대동대문상가 1층 110호 (좌동)",051-714-7417,129.1753985,35.1728281
251,아인스약국,부산해운대구,"부산광역시 해운대구 구남로8번길 73, (우동)",051-731-6954,129.1558653,35.1611103
252,동민약국,부산연제구,"부산광역시 연제구 연제로8번길 30, 상가2동 1층 201호 (연산동, 브라운스톤연제2단지)",051-804-7780,129.1308031,35.1948892
253,동민약국,부산해운대구,"부산광역시 해운대구 재반로 198-1, (반여동)",051-783-4250,129.1308031,35.1948892
254,안녕약국,부산사상구,"부산광역시 사상구 대동로 137, 1층 (학장동)",051-311-1311,129.1411817,35.1669113
255,안녕약국,부산해운대구,"부산광역시 해운대구 해운대로 415, 1층 101호 (우동)",051-747-3034,129.1411817,35.1669113
256,신원약국,부산해운대구,"부산광역시 해운대구 대천로 187, 101호 (좌동, 해운대화목타운)",051-701-9897,129.1787616,35.1718872
257,반송큰시장약국,부산해운대구,"부산광역시 해운대구 윗반송로 68, (반송동)",545-3123,129.1570485,35.2301295
258,민트약국,부산수영구,"부산광역시 수영구 광남로 203, 1층 (민락동)",051-992-5596,129.1193147,35.1904041
259,민트약국,부산해운대구,"부산광역시 해운대구 해운대로76번길 16, 105호 (재송동)",051-782-3050,129.1193147,35.1904041
260,지성근약국,부산해운대구,"부산광역시 해운대구 재반로211번길 17, (반여동)",051-782-8514,129.1298505,35.1961092
261,코끼리약국,부산사상구,"부산광역시 사상구 대동로 94, (학장동, 반도프라자상가 305호,306호)",051-322-3234,129.1556269,35.2319576
262,코끼리약국,부산진구,"부산광역시 부산진구 가야대로 456, 1층 (개금동)",051-893-8900,129.1556269,35.2319576
263,코끼리약국,부산연제구,"부산광역시 연제구 중앙대로 1112, (연산동)",051-853-3117,129.1556269,35.2319576
264,코끼리약국,부산동래구,"부산광역시 동래구 안연로109번길 24, (안락동)",051-532-0616,129.1556269,35.2319576
265,코끼리약국,부산해운대구,"부산광역시 해운대구 반송로924번길 14-2, (반송동)",051-545-2070,129.1556269,35.2319576
266,코끼리약국,부산강서구,"부산광역시 강서구 명지국제8로 240, 110호 (명지동, 국제메디칼빌딩1동)",051-294-9222,129.1556269,35.2319576
267,해성약국,부산해운대구,"부산광역시 해운대구 구남로 3, (우동)",743-0400,129.1592724,35.1634571
268,해성약국,부산서구,"부산광역시 서구 충무대로 207-16, 2층 (남부민동)",051-254-8400,129.1592724,35.1634571
269,민온누리약국,부산해운대구,"부산광역시 해운대구 마린시티2로 33, 116호 (우동, 해운대두산위브더제니스)",051-744-5566,129.145091,35.156667
270,맑은약국,부산해운대구,"부산광역시 해운대구 해운대로 802, 웅신시네아트 B동 2층 202-1호 (좌동)",051-702-5147,129.1766569,35.1691635
271,맑은약국,부산금정구,"부산광역시 금정구 중앙대로 2025, (남산동)",051-582-9051,129.1766569,35.1691635
272,센텀중앙약국,부산해운대구,"부산광역시 해운대구 해운대로 369, 해운대센텀메디칼센터 1층 (우동)",051-744-7275,129.1377353,35.1702057
273,반여코끼리약국,부산해운대구,"부산광역시 해운대구 재반로 231, 부산제일병원 (반여동)",051-782-2005,129.1309467,35.1979414
274,센트럴약국,부산해운대구,"부산광역시 해운대구 좌동순환로 505, 102호 (중동)",,129.1682073,35.165667
275,온천약국,부산해운대구,"부산광역시 해운대구 중동1로 39, 예담빌딩 1층 (중동)",051-747-3561,129.1635698,35.1622316
276,온천약국,부산동래구,"부산광역시 동래구 온천장로 81-1, (온천동)",051-557-0911,129.1635698,35.1622316
277,다솜약국,부산해운대구,"부산광역시 해운대구 선수촌로 66, (반여동)",051-528-1475,129.1191803,35.1993895
278,다솜약국,부산진구,"부산광역시 부산진구 서전로 5, 1층 101호 (부전동)",051-710-4070,129.1191803,35.1993895
279,다솜약국,부산금정구,"부산광역시 금정구 수림로20번길 36, 주2동 1층 102호 (부곡동)",051-513-3205,129.1191803,35.1993895
280,다솜약국,부산남구,"부산광역시 남구 수영로 21, 1층 (문현동)",051-634-2338,129.1191803,35.1993895
281,다솜약국,부산동래구,"부산광역시 동래구 동래로 159, (복천동)",051-555-4825,129.1191803,35.1993895
282,햇살약국,부산사상구,"부산광역시 사상구 학감대로222번길 10, (감전동)",051-911-7365,129.1258461,35.1761561
283,햇살약국,부산동래구,"부산광역시 동래구 중앙대로 1325, 107호 (온천동, 이센타워)",051-555-0272,129.1258461,35.1761561
284,햇살약국,부산금정구,"부산광역시 금정구 금강로321번길 2, (장전동)",051-514-3251,129.1258461,35.1761561
285,햇살약국,부산진구,"부산광역시 부산진구 중앙대로 669, 한성빌딩 1층 (부전동)",051-802-2050,129.1258461,35.1761561
286,햇살약국,부산해운대구,"부산광역시 해운대구 센텀동로 99, 203호 (재송동, 벽산이센텀클래스원)",051-782-4000,129.1258461,35.1761561
287,햇살약국,부산기장군,"부산광역시 기장군 정관면 정관4로 40, (정관읍)",051-728-0882,129.1258461,35.1761561
288,햇살약국,부산동래구,"부산광역시 동래구 석사로 5, 1층 일부호 (사직동)",,129.1258461,35.1761561
289,일신약국,부산해운대구,"부산광역시 해운대구 좌동순환로 309, 삼정프라자 104호 (좌동)",051-701-2451,129.1831954,35.1683712
290,일신약국,부산중구,"부산광역시 중구 동영로 6-1, (동광동5가)",463-7584,129.1831954,35.1683712
291,일신약국,부산기장군,"부산광역시 기장군 정관읍 정관6로 31, 106호",051-728-8131,129.1831954,35.1683712
292,메이플약국,부산해운대구,"부산광역시 해운대구 해운대로 814, 세종월드프라자 B동 428호 (좌동)",051-703-2684,129.1776778,35.1695768
293,삼보약국,부산해운대구,"부산광역시 해운대구 세실로 87, 1층 (좌동, 영진파스타)",051-703-7024,129.1760483,35.1722169
294,제니스약국,부산해운대구,"부산광역시 해운대구 마린시티2로 33, 104동 162호 (우동,제니스스퀘어)",051-744-9799,129.145091,35.156667
295,마린파크약국,부산해운대구,"부산광역시 해운대구 마린시티2로 2, 106~107호 (우동, 마린파크빌딩)",051-747-3989,129.1442096,35.15934
296,경동약국,부산해운대구,"부산광역시 해운대구 세실로 43, 302호 (좌동, 경동코아)",051-702-0801,129.17845,35.1687646
297,파랑새약국,부산해운대구,"부산광역시 해운대구 좌동순환로 301, 1층 (좌동, 금강빌딩)",051-703-7383,129.1832772,35.1691765
298,파랑새약국,부산서구,"부산광역시 서구 구덕로 195, (부민동2가)",051-242-0606,129.1832772,35.1691765
299,온정약국,부산진구,"부산광역시 부산진구 동평로 420, (양정동)",051-852-8858,129.1193242,35.2031837
300,온정약국,부산해운대구,"부산광역시 해운대구 선수촌로 103-4, (반여동)",051-523-2362,129.1193242,35.2031837
301,온정약국,부산사상구,"부산광역시 사상구 가야대로 274-3, (주례동)",051-328-8210,129.1193242,35.2031837
302,효원약국,부산해운대구,"부산광역시 해운대구 재반로256번길 15, (반여동)",051-783-1180,129.1325065,35.2000326
303,해운대약국,부산해운대구,"부산광역시 해운대구 중동1로 36, (중동)",051-731-2384,129.1629787,35.1623817
304,해운대약국,부산해운대구,"부산광역시 해운대구 중동1로 36, 1층 (중동)",051-731-2384,129.1629787,35.1623817
305,자인약국,부산해운대구,"부산광역시 해운대구 아랫반송로21번길 48, (반송동)",051-545-1583,129.1486279,35.2265469
306,영진약국,부산서구,"부산광역시 서구 까치고개로239번길 7, (토성동2가)",051-245-2883,129.1566026,35.2317254
307,영진약국,부산수영구,"부산광역시 수영구 수영로 707, (수영동)",051-752-1316,129.1566026,35.2317254
308,영진약국,부산해운대구,"부산광역시 해운대구 윗반송로51번길 112, (반송동)",051-542-4401,129.1566026,35.2317254
309,영풍메디칼약국,부산해운대구,"부산광역시 해운대구 좌동순환로 506, 109호 (중동,영풍리젠시)",051-731-3465,129.1687362,35.1661755
310,토마토약국,부산해운대구,"부산광역시 해운대구 좌동순환로249번길 21, 104호 (좌동, 아이에스프라자)",051-702-7023,129.1818111,35.1743048
311,토마토약국,부산서구,"부산광역시 서구 구덕로 122, (토성동4가)",051-257-3388,129.1818111,35.1743048
312,메디팜백약국,부산해운대구,"부산광역시 해운대구 좌동순환로249번길 21, 105,205호 (좌동, 아이에스프라자빌딩)",051-701-0105,129.1818111,35.1743048
313,신세계약국,부산금정구,"부산광역시 금정구 서동로 154, 1층 (서동)",051-521-8959,129.1406828,35.1678259
314,신세계약국,부산해운대구,"부산광역시 해운대구 해운대로 407, 107108호 (우동, 신세계프라자)",051-743-5996,129.1406828,35.1678259
315,신세계약국,부산연제구,"부산광역시 연제구 월드컵대로 125, (연산동, 더웰타워)",851-2205,129.1406828,35.1678259
316,신세계약국,부산강서구,"부산광역시 강서구 명지국제2로 27, 대산골든스퀘어 116~117호 (명지동)",051-203-2013,129.1406828,35.1678259
317,엘르온누리약국,부산해운대구,"부산광역시 해운대구 해운대로 794, 106호 (좌동, 엘리움)",051-930-0500,129.1757451,35.168815
318,참사랑약국,부산진구,"부산광역시 부산진구 동평로 358, (양정동)",051-853-6859,129.1270281,35.1798285
319,참사랑약국,부산진구,"부산광역시 부산진구 동평로 358, (양정동)",051-853-6859,129.1766569,35.1691635
320,참사랑약국,부산해운대구,"부산광역시 해운대구 재반로12번길 4, (재송동)",051-784-4954,129.1270281,35.1798285
321,참사랑약국,부산해운대구,"부산광역시 해운대구 재반로12번길 4, (재송동)",051-784-4954,129.1766569,35.1691635
322,참사랑약국,부산해운대구,"부산광역시 해운대구 해운대로 802, 316호 (좌동, 웅신시네아트)",051-702-3545,129.1270281,35.1798285
323,참사랑약국,부산해운대구,"부산광역시 해운대구 해운대로 802, 316호 (좌동, 웅신시네아트)",051-702-3545,129.1766569,35.1691635
324,미술관옆약국,부산해운대구,"부산광역시 해운대구 해운대로 413, (우동)",051-744-5501,129.1409576,35.1671171
325,신부산약국,부산해운대구,"부산광역시 해운대구 재반로 219, (반여동)",051-784-4120-1,129.1307521,35.1968112
326,세인약국,부산동래구,"부산광역시 동래구 미남로146번길 3, (온천동)",051-506-5590,129.1234229,35.2080231
327,세인약국,부산사하구,"부산광역시 사하구 낙동대로 248, 우리메디칼센터 (괴정동)",051-205-1701,129.1234229,35.2080231
328,세인약국,부산금정구,"부산광역시 금정구 부곡로 112, (부곡동)",051-517-3311,129.1234229,35.2080231
329,세인약국,부산해운대구,"부산광역시 해운대구 반여로167번길 76, (반여동)",051-527-0124,129.1234229,35.2080231
330,화인약국,부산해운대구,"부산광역시 해운대구 해운대로 802, 웅신시네아트 415호 (좌동)",051-703-0077,129.1766569,35.1691635
331,화인약국,부산북구,"부산광역시 북구 금곡대로285번길 5, 101호 (화명동, 레지던스라움)",051-363-7272,129.1766569,35.1691635
332,성민약국,부산해운대구,"부산광역시 해운대구 아랫반송로 31, 성민약국 (반송동)",051-543-7788,129.1491156,35.2247174
333,종근당약국,부산동래구,"부산광역시 동래구 안락로 19, (안락동)",051-523-8356,129.1585141,35.2299257
334,종근당약국,부산해운대구,"부산광역시 해운대구 신반송로 197, (반송동)",051-543-0027,129.1585141,35.2299257
335,해운대이팜약국,부산해운대구,"부산광역시 해운대구 좌동순환로 511, 2층 (중동, 이마트해운대점)",051-744-4855,129.1673813,35.1660122
336,메디팜센텀약국,부산해운대구,"부산광역시 해운대구 센텀중앙로 145, 1동 401호 (재송동, 센텀파크상가)",051-915-8500,129.1219424,35.1788329
337,새씨앗약국,부산해운대구,"부산광역시 해운대구 선수촌로 98, (반여동)",051-523-3485,129.1195202,35.2024093
338,가까운약국,부산서구,"부산광역시 서구 대신공원로 29, (서대신동3가)",051-248-6111,129.1556528,35.1609819
339,가까운약국,부산진구,"부산광역시 부산진구 가야대로 779, (부전동)",051-819-1421,129.1556528,35.1609819
340,가까운약국,부산해운대구,"부산광역시 해운대구 구남로8번길 77, (우동)",051-731-1088,129.1556528,35.1609819
341,가까운약국,부산동래구,"부산광역시 동래구 충렬대로181번길 17, (명륜동)",051-554-2674,129.1556528,35.1609819
342,센텀필약국,부산해운대구,"부산광역시 해운대구 센텀동로 102, 1-124호 (재송동, 센텀필상가)",051-781-8989,129.1264797,35.1766023
343,오렌지약국,부산수영구,"부산광역시 수영구 수영로 410, 남천동 정암빌딩 1층 101호 (남천동)",051-626-0700,129.1308142,35.1949799
344,오렌지약국,부산북구,"부산광역시 북구 효열로 75, (금곡동)",051-361-3638,129.1308142,35.1949799
345,오렌지약국,부산해운대구,"부산광역시 해운대구 재반로 200, (반여동)",051-784-6464,129.1308142,35.1949799
346,백일약국,부산해운대구,"부산광역시 해운대구 좌동순환로249번길 21, 아이에스프라자 108호,109호일부호 (좌동)",051-701-7987,129.1818111,35.1743048
347,수정약국,부산해운대구,"부산광역시 해운대구 좌동순환로 174, (좌동, 거성프라자 105호)",051-702-0605,129.1750479,35.1776265
348,수정약국,부산북구,"부산광역시 북구 금곡대로 159, (화명동)",051-364-1225,129.1750479,35.1776265
349,인제온누리약국,부산해운대구,"부산광역시 해운대구 좌동순환로249번길 21, 103호 (좌동, IS프라자)",051-701-1261,129.1818111,35.1743048
350,봄약국,부산해운대구,"부산광역시 해운대구 재반로 237-1, (반여동)",051-784-0303,129.1310586,35.1985192
351,봄약국,부산기장군,"부산광역시 기장군 정관읍 정관로 389, 389",051-728-6357,129.1310586,35.1985192
352,봄약국,부산금정구,"부산광역시 금정구 구서로 10, 1층 103호 (구서동)",051-583-8270,129.1310586,35.1985192
353,천호약국,부산해운대구,"부산광역시 해운대구 반송로 869-1, (반송동)",051-545-5461,129.1491672,35.2302134
354,지리산약국,부산해운대구,"부산광역시 해운대구 재반로 253-1, 문훈치과 1층 (반여동)",051-784-1933,129.1312945,35.1999915
355,지리산약국,부산동래구,"부산광역시 동래구 아시아드대로228번길 26, 화영빌딩 1층 (온천동)",051-506-0599,129.1312945,35.1999915
356,해맑은약국,부산해운대구,"부산광역시 해운대구 해운대로161번길 43, (재송동)",051-784-0298,129.1251276,35.1855492
357,해맑은약국,부산금정구,"부산광역시 금정구 식물원로39번길 26, 1층 (장전동)",051-516-8855,129.1251276,35.1855492
358,스펀지약국,부산해운대구,"부산광역시 해운대구 해운대로 637, (우동)",051-743-0654,129.1598774,35.1644999
359,행복온누리약국,부산해운대구,"부산광역시 해운대구 반여로41번길 54, 꿈의메디컬 104호 (반여동)",051-521-1661,129.1189716,35.1975199
360,행복온누리약국,부산북구,"부산광역시 북구 학사로 8, 크리스탈타워 1층 102호 (화명동)",051-365-4577,129.1189716,35.1975199
361,센텀약국,부산사상구,"부산광역시 사상구 새벽로 228, (괘법동)",051-316-6613,129.1323537,35.1677016
362,센텀약국,부산해운대구,"부산광역시 해운대구 센텀2로 15, 101호 (우동, 센텀브라이언)",051-744-2028,129.1323537,35.1677016
363,더좋은약사와약국,부산해운대구,"부산광역시 해운대구 구남로29번길 9, (중동)",051-744-5999,129.1611779,35.1618945
364,성심약국,부산남구,"부산광역시 남구 용호로 157, (용호동)",051-623-6567,129.1597109,35.1652867
365,성심약국,부산남구,"부산광역시 남구 용호로 157, (용호동)",051-623-6567,129.1554677,35.2320278
366,성심약국,부산해운대구,"부산광역시 해운대구 우동1로20번길 63, (우동)",051-743-3158,129.1597109,35.1652867
367,성심약국,부산해운대구,"부산광역시 해운대구 우동1로20번길 63, (우동)",051-743-3158,129.1554677,35.2320278
368,성심약국,부산해운대구,"부산광역시 해운대구 반송로924번길 14, (반송동)",051-542-9000,129.1597109,35.1652867
369,성심약국,부산해운대구,"부산광역시 해운대구 반송로924번길 14, (반송동)",051-542-9000,129.1554677,35.2320278
370,세연약국,부산해운대구,"부산광역시 해운대구 해운대로 365, 101호 (우동)",051-747-2268,129.1374368,35.1704318
371,새미소약국,부산해운대구,"부산광역시 해운대구 좌동로 66, (중동)",051-747-2354,129.173091,35.17073
372,경남약국,부산사상구,"부산광역시 사상구 사상로 194, 괘법동 메디컬센터 1층 (괘법동)",051-325-3355,129.1423237,35.1616441
373,경남약국,부산해운대구,"부산광역시 해운대구 해운대해변로 83, 119호 (우동, 경남마리나상가)",051-742-6494,129.1423237,35.1616441
374,센텀파크약국,부산해운대구,"부산광역시 해운대구 센텀중앙로 145, 상가7동 205호 (재송동, 더샵센텀파크1차아파트)",051-741-1063,129.1219424,35.1788329
375,한솔약국,부산해운대구,"부산광역시 해운대구 좌동순환로 173, 영풍프라자 104호 (좌동)",051-701-4111,129.1752749,35.1781714
376,건강한온누리약국,부산중구,"부산광역시 중구 대청로 70-1, (부평동1가)",051-242-1089,129.129863,35.1946582
377,건강한온누리약국,부산해운대구,"부산광역시 해운대구 해운대로61번길 106, (반여동)",051-784-0112,129.129863,35.1946582
378,반여약국,부산해운대구,"부산광역시 해운대구 선수촌로 65-25, 우진빌딩 (반여동)",051-523-5551,129.1175268,35.1996918
379,신도시약국,부산해운대구,"부산광역시 해운대구 대천로103번길 29, 101호 (좌동, 대동타운)",051-701-0425,129.1730542,35.1767671
380,신도시약국,부산기장군,"부산광역시 기장군 정관면 정관4로 38, ()",727-1048,129.1730542,35.1767671
381,정다운온누리약국,부산해운대구,"부산광역시 해운대구 재반로 86, 102호 (재송동)",051-784-4716,129.1257184,35.1862985
382,수도약국,부산해운대구,"부산광역시 해운대구 우동2로 58, (우동)",051-742-3646,129.1570128,35.168337
383,원온누리약국,부산해운대구,"부산광역시 해운대구 선수촌로 104-10, 선수촌빌딩 (반여동)",051-784-7661,129.1199099,35.2026807
384,새제일약국,부산해운대구,"부산광역시 해운대구 좌동순환로 307-1, 102호 (좌동, 한창프라자)",051-702-8875,129.1832297,35.1685422
385,유민약국,부산해운대구,"부산광역시 해운대구 윗반송로51번길 178, (반송동)",051-542-8290,129.1576525,35.2332823
386,화인크리닉약국,부산해운대구,"부산광역시 해운대구 양운로 82, 101호 (좌동, 화인크리닉센터)",051-703-0801,129.1755732,35.1704651
387,혜천약국,부산해운대구,"부산광역시 해운대구 구남로29번길 38, 3층 (중동, 혜천빌딩)",051-744-2299,129.1623603,35.1626273
388,라인약국,부산해운대구,"부산광역시 해운대구 신반송로 194, (반송동, 광하아파트)",051-950-9600,129.160477,35.2302546
389,동희당약국,부산해운대구,"부산광역시 해운대구 아랫반송로 17, (반송동)",051-544-2694,129.1481461,35.2255377
390,인제약국,부산연제구,"부산광역시 연제구 월드컵대로 241, 1층 (거제동)",051-502-9226,129.151826,35.2308829
391,인제약국,부산해운대구,"부산광역시 해운대구 반송로892번길 5, (반송동)",051-544-4949,129.151826,35.2308829
392,인제약국,부산금정구,"부산광역시 금정구 산성로 438, 1층 (금성동)",051-333-7334,129.151826,35.2308829
393,신나는영화한약국,부산해운대구,"부산광역시 해운대구 재반로211번길 30, (반여동)",051-782-6691,129.12911,35.1963709
394,반송열린약국,부산해운대구,"부산광역시 해운대구 아랫반송로21번길 22, 1층 (반송동)",051-544-0090,129.1485661,35.2259014
395,센텀건강약국,부산해운대구,"부산광역시 해운대구 센텀남대로 35, 지하1층 (우동, 신세계백화점)",051-745-2170,129.1295233,35.1688179
396,편한이웃약국,부산해운대구,"부산광역시 해운대구 선수촌로 7, 반여메디컬센터 102호 (반여동)",051-528-9200,129.1185159,35.1944837
397,편한이웃약국,부산동래구,"부산광역시 동래구 시실로24번길 5, 1층 102호 (명륜동)",051-938-8000,129.1185159,35.1944837
398,친절한약국,부산해운대구,"부산광역시 해운대구 아랫반송로 25-1, 1층 (반송동)",051-544-8063,129.1488967,35.2249677
399,아름약국,부산해운대구,"부산광역시 해운대구 좌동로 88, 101호 (좌동, 울트라타워)",051-703-3744,129.174951,35.1719523
400,반송조은약국,부산해운대구,"부산광역시 해운대구 신반송로 207, (반송동)",051-545-9590,129.15741,35.2304351
401,센텀시티약국,부산해운대구,"부산광역시 해운대구 센텀2로 20, 106호 (우동, 센텀타워메디컬)",051-747-2450,129.1320258,35.1671978
402,삼화약국,부산수영구,"부산광역시 수영구 황령대로 491, (남천동)",051-626-2073,129.1243773,35.1914309
403,삼화약국,부산연제구,"부산광역시 연제구 반송로 12, (연산동)",051-867-5956,129.1243773,35.1914309
404,삼화약국,부산해운대구,"부산광역시 해운대구 재반로165번길 112, (재송동)",051-781-8129,129.1243773,35.1914309
405,동양약국,부산해운대구,"부산광역시 해운대구 좌동순환로249번길 21, 110호 (좌동, 아이에스프라자)",051-702-2625,129.1818111,35.1743048
406,선프라자약국,부산해운대구,"부산광역시 해운대구 마린시티3로 1, 310호 (우동, 선프라자)",051-917-8559,129.1475625,35.1580154
407,비타민약국,부산북구,"부산광역시 북구 금곡대로 224, (화명동)",051-361-0553,129.1797386,35.1679606
408,비타민약국,부산해운대구,"부산광역시 해운대구 세실로 30, 106호 (좌동, 경동지플러스상가)",051-702-9108,129.1797386,35.1679606
409,비타민약국,부산강서구,"부산광역시 강서구 명지국제8로 259, 103호 (명지동)",051-271-3678,129.1797386,35.1679606
410,비타민약국,부산사상구,"부산광역시 사상구 학감대로 120, (학장동)",051-312-9131,129.1797386,35.1679606
411,비타민약국,부산동래구,"부산광역시 동래구 충렬대로 222, 1층 (수안동)",051-558-9333,129.1797386,35.1679606
412,약손약국,부산해운대구,"부산광역시 해운대구 좌동순환로 173, 107호 (좌동, 영풍프라자)",051-703-0046,129.1752749,35.1781714
413,동진약국,부산해운대구,"부산광역시 해운대구 반여로 131, 113호 (반여동, 프레스센터상가)",051-527-6621,129.1234496,35.2034393
414,친절약국,부산해운대구,"부산광역시 해운대구 선수촌로 64, (반여동)",051-526-1109,129.1189658,35.1993177
415,해운메디약국,부산해운대구,"부산광역시 해운대구 해운대로 602, 102호 (우동)",051-746-8831,129.1572157,35.162224
416,경희오름한약국,부산해운대구,"부산광역시 해운대구 대천로 104, 103호 (좌동)",051-703-5675,129.173746,35.1745907
417,재송약국,부산해운대구,"부산광역시 해운대구 재반로 82, 1층 2호 (재송동, 장안빌딩)",051-781-5050,129.1257818,35.1860019
418,새열린약국,부산해운대구,"부산광역시 해운대구 좌동순환로 275, 상가동 106호 (좌동, 대우2차아파트)",051-704-7533,129.1833314,35.172225
419,아이맘약국,부산해운대구,"부산광역시 해운대구 해운대로 794, 엘리움 701호 (좌동)",051-930-0888,129.1757451,35.168815
420,이레약국,부산해운대구,"부산광역시 해운대구 재반로 116, 102호 (재송동)",051-782-2001,129.1268114,35.1886612
421,대림팜약국,부산해운대구,"부산광역시 해운대구 재반로 72, 1층 일부호 (재송동)",051-784-0181,129.1261903,35.1852021
422,1층약국,부산해운대구,"부산광역시 해운대구 해운대로 794, 엘리움 107호 (좌동)",051-930-0617,129.1757451,35.168815
423,큰솔약국,부산해운대구,"부산광역시 해운대구 해운대로 600, 1층 (우동)",051-791-1190,129.1569856,35.1622907
424,해운대신대학약국,부산해운대구,"부산광역시 해운대구 좌동순환로 247, (좌동)",051-702-2486,129.1811618,35.1737755
425,센텀맑은약국,부산해운대구,"부산광역시 해운대구 센텀남대로 50, 103호 (우동, 센텀임페리얼타워)",746-1229,129.1313001,35.1681037
426,센텀홍은약국,부산해운대구,"부산광역시 해운대구 센텀2로 10, 1층 (우동, 센텀메디칼센터)",051-746-1131,129.1315304,35.1678325
427,신국제약국,부산해운대구,"부산광역시 해운대구 좌동순환로 402, 110동 105호 (중동, 래미안해운대)",051-746-9593,129.1765214,35.1636159
428,덕인약국,부산해운대구,"부산광역시 해운대구 우동2로 16, (우동)",051-747-8589,129.160493,35.1661551
429,롯데화인약국,부산해운대구,"부산광역시 해운대구 양운로 82, (좌동, 화인크리닉센터 102호)",704-3600,129.1755732,35.1704651
430,하늘온누리약국,부산해운대구,"부산광역시 해운대구 재반로 221-1, 1층 (반여동)",051-912-4242,129.1308247,35.1971196
431,센텀편안한약국,부산해운대구,"부산광역시 해운대구 센텀북대로 60, 103호 (재송동, 센텀아이에스타워)",784-1529,129.1253774,35.1766639
